Category,Id
0,56de1728cffd8e1900b4b5d7
0,5ad3f5b0604f3c001a3ff9ab
0,5ad3f5b0604f3c001a3ff9ac
0,5ad3f5b0604f3c001a3ff9ad
1,56de179dcffd8e1900b4b5da
0,56de179dcffd8e1900b4b5db
1,56de179dcffd8e1900b4b5dc
1,5ad3f6f5604f3c001a3ffa09
0,5ad3f6f5604f3c001a3ffa0a
1,5ad3f6f5604f3c001a3ffa0b
1,56de17f9cffd8e1900b4b5e0
1,56de17f9cffd8e1900b4b5e1
1,56de17f9cffd8e1900b4b5e2
0,56de17f9cffd8e1900b4b5e3
1,5ad3f7ac604f3c001a3ffa3b
1,5ad3f7ac604f3c001a3ffa3c
0,5ad3f7ac604f3c001a3ffa3d
1,56de3cd0cffd8e1900b4b6be
1,56de3cd0cffd8e1900b4b6bf
1,5ad3f8d2604f3c001a3ffa8d
1,5ad3f8d2604f3c001a3ffa8e
1,56de3d594396321400ee26ca
1,56de3d594396321400ee26cb
1,56de3d594396321400ee26cc
1,5ad3fb01604f3c001a3ffb35
0,5ad3fb01604f3c001a3ffb36
1,56de3dbacffd8e1900b4b6d2
0,5ad3fb6e604f3c001a3ffb5f
1,5ad3fb6e604f3c001a3ffb60
1,56de3e414396321400ee26d8
1,56de3e414396321400ee26d9
1,5ad3fc41604f3c001a3ffb8f
0,5ad3fc41604f3c001a3ffb90
1,5ad3fc41604f3c001a3ffb91
0,5ad3fc41604f3c001a3ffb92
1,56de3ebc4396321400ee26e6
1,56de3ebc4396321400ee26e7
1,56de3ebc4396321400ee26e8
1,5ad4017a604f3c001a3ffd1f
1,5ad4017a604f3c001a3ffd20
1,56de3efccffd8e1900b4b6fe
0,5ad401f2604f3c001a3ffd41
1,5ad401f2604f3c001a3ffd42
1,56de3f784396321400ee26fa
1,56de3f784396321400ee26fb
1,56de3f784396321400ee26fc
1,56de3f784396321400ee26fd
1,5ad40280604f3c001a3ffd57
0,5ad40280604f3c001a3ffd58
1,5ad40280604f3c001a3ffd59
1,56de40da4396321400ee2708
1,56de40da4396321400ee2709
0,56de40da4396321400ee270a
0,5ad404a6604f3c001a3ffde1
0,5ad404a6604f3c001a3ffde2
0,5ad404a6604f3c001a3ffde3
0,56de49564396321400ee277a
0,5ad40419604f3c001a3ffdb7
0,5ad40419604f3c001a3ffdb8
1,56de49a8cffd8e1900b4b7a7
0,56de49a8cffd8e1900b4b7a8
0,56de49a8cffd8e1900b4b7a9
1,5ad403c1604f3c001a3ffd97
0,5ad403c1604f3c001a3ffd98
1,56de4a474396321400ee2786
1,56de4a474396321400ee2787
1,5ad40358604f3c001a3ffd7d
0,5ad40358604f3c001a3ffd7e
0,5ad40358604f3c001a3ffd7f
0,56de4a89cffd8e1900b4b7bd
0,56de4a89cffd8e1900b4b7be
0,5ad402ce604f3c001a3ffd67
1,56de4b074396321400ee2793
1,56de4b074396321400ee2794
1,56de4b074396321400ee2795
1,5ad400b0604f3c001a3ffcdf
1,5ad400b0604f3c001a3ffce0
0,5ad400b0604f3c001a3ffce1
0,56de4b5c4396321400ee2799
0,56de4b5c4396321400ee279a
0,5ad3ffd7604f3c001a3ffca7
0,5ad3ffd7604f3c001a3ffca8
0,5ad3ffd7604f3c001a3ffca9
0,5ad3ffd7604f3c001a3ffcaa
0,56de4bb84396321400ee27a2
0,5ad3ff1b604f3c001a3ffc73
0,5ad3ff1b604f3c001a3ffc74
0,56de4c324396321400ee27ab
0,56de4c324396321400ee27ac
0,56de4c324396321400ee27ad
0,5ad3fe91604f3c001a3ffc47
0,5ad3fe91604f3c001a3ffc48
1,56de51244396321400ee27ef
0,5ad3fe0d604f3c001a3ffc1b
1,5ad3fe0d604f3c001a3ffc1c
0,5ad3fe0d604f3c001a3ffc1d
1,56de51c64396321400ee27f7
1,56de51c64396321400ee27f8
1,5ad3fd68604f3c001a3ffbe7
0,5ad3fd68604f3c001a3ffbe8
1,56de52614396321400ee27fb
1,56de52614396321400ee27fc
1,56de52614396321400ee27fd
0,56de52614396321400ee27fe
1,5ad3fccf604f3c001a3ffbb5
0,56e16182e3433e1400422e28
0,56e16182e3433e1400422e29
0,56e16182e3433e1400422e2a
0,5ad5316b5b96ef001a10ab72
0,5ad5316b5b96ef001a10ab73
0,5ad5316b5b96ef001a10ab74
0,5ad5316b5b96ef001a10ab75
0,5ad5316b5b96ef001a10ab76
0,56e16839cd28a01900c67887
0,56e16839cd28a01900c67888
0,56e16839cd28a01900c67889
0,56e16839cd28a01900c6788a
0,56e16839cd28a01900c6788b
0,5ad532575b96ef001a10ab7c
0,5ad532575b96ef001a10ab7d
0,5ad532575b96ef001a10ab7e
0,5ad532575b96ef001a10ab7f
0,5ad532575b96ef001a10ab80
0,56e17644e3433e1400422f40
0,56e17644e3433e1400422f41
0,56e17644e3433e1400422f42
0,56e17644e3433e1400422f43
0,5ad5344b5b96ef001a10ab86
0,5ad5344b5b96ef001a10ab87
0,5ad5344b5b96ef001a10ab88
0,5ad5344b5b96ef001a10ab89
0,5ad5344b5b96ef001a10ab8a
0,56e17a7ccd28a01900c679a1
0,56e17a7ccd28a01900c679a2
1,56e17a7ccd28a01900c679a3
0,56e17a7ccd28a01900c679a4
0,56e17a7ccd28a01900c679a5
0,5ad5364c5b96ef001a10ab90
0,5ad5364c5b96ef001a10ab91
0,5ad5364c5b96ef001a10ab92
0,5ad5364c5b96ef001a10ab93
0,5ad5364c5b96ef001a10ab94
1,56e17e6ee3433e1400422f7f
0,56e17e6ee3433e1400422f80
0,56e17e6ee3433e1400422f81
1,5ad537a15b96ef001a10ab9a
0,5ad537a15b96ef001a10ab9b
0,5ad537a15b96ef001a10ab9c
0,5ad537a15b96ef001a10ab9d
0,56e181d9e3433e1400422fa0
0,56e181d9e3433e1400422fa1
0,56e181d9e3433e1400422fa2
0,56e181d9e3433e1400422fa3
0,56e181d9e3433e1400422fa4
0,5ad5391e5b96ef001a10aba2
0,5ad5391e5b96ef001a10aba3
0,5ad5391e5b96ef001a10aba4
0,5ad5391e5b96ef001a10aba5
0,5ad5391e5b96ef001a10aba6
0,56e190bce3433e1400422fc8
0,56e190bce3433e1400422fc9
0,56e190bce3433e1400422fca
0,56e190bce3433e1400422fcb
0,56e190bce3433e1400422fcc
0,5ad53b9d5b96ef001a10abc8
0,5ad53b9d5b96ef001a10abc9
0,5ad53b9d5b96ef001a10abca
0,5ad53b9d5b96ef001a10abcb
0,5ad53b9d5b96ef001a10abcc
0,56e19557e3433e1400422fee
0,56e19557e3433e1400422ff0
0,56e19557e3433e1400422ff1
0,5ad53d705b96ef001a10abd2
0,5ad53d705b96ef001a10abd3
0,5ad53d705b96ef001a10abd4
0,5ad53d705b96ef001a10abd5
0,56e19724cd28a01900c679f6
0,56e19724cd28a01900c679f7
0,56e19724cd28a01900c679f8
0,56e19724cd28a01900c679f9
1,56e19724cd28a01900c679fa
0,5ad53e615b96ef001a10abda
0,5ad53e615b96ef001a10abdb
0,5ad53e615b96ef001a10abdc
0,5ad53e615b96ef001a10abdd
1,5ad53e615b96ef001a10abde
0,56e1a0dccd28a01900c67a2e
0,56e1a0dccd28a01900c67a2f
0,5ad53f815b96ef001a10abe4
0,5ad53f815b96ef001a10abe5
0,5ad53f815b96ef001a10abe6
0,56e1a38de3433e140042305c
0,56e1a38de3433e140042305d
0,56e1a38de3433e140042305e
0,56e1a38de3433e140042305f
0,56e1a38de3433e1400423060
0,5ad541ad5b96ef001a10abea
0,5ad541ad5b96ef001a10abeb
0,5ad541ad5b96ef001a10abec
0,5ad541ad5b96ef001a10abed
0,5ad541ad5b96ef001a10abee
1,56e1a564cd28a01900c67a48
0,56e1a564cd28a01900c67a49
0,56e1a564cd28a01900c67a4a
0,56e1a564cd28a01900c67a4b
0,56e1a564cd28a01900c67a4c
0,5ad542db5b96ef001a10abf4
1,5ad542db5b96ef001a10abf5
0,5ad542db5b96ef001a10abf6
0,5ad542db5b96ef001a10abf7
0,5ad542db5b96ef001a10abf8
0,56e1aba0e3433e1400423094
0,56e1aba0e3433e1400423095
0,56e1aba0e3433e1400423097
0,56e1aba0e3433e1400423098
0,5ad543c05b96ef001a10abfe
0,5ad543c05b96ef001a10abff
0,5ad543c05b96ef001a10ac00
0,5ad543c05b96ef001a10ac01
0,56e1aff7cd28a01900c67a68
1,56e1aff7cd28a01900c67a69
1,56e1aff7cd28a01900c67a6a
1,56e1aff7cd28a01900c67a6b
0,56e1aff7cd28a01900c67a6c
0,5ad546c75b96ef001a10ac0e
1,5ad546c75b96ef001a10ac0f
0,5ad546c75b96ef001a10ac10
1,5ad546c75b96ef001a10ac11
0,5ad546c75b96ef001a10ac12
0,56e1b00ce3433e140042309e
0,56e1b00ce3433e140042309f
0,56e1b00ce3433e14004230a1
0,5ad545545b96ef001a10ac06
0,5ad545545b96ef001a10ac07
0,5ad545545b96ef001a10ac08
0,5ad545545b96ef001a10ac09
0,56e1b169cd28a01900c67a72
0,56e1b169cd28a01900c67a73
0,56e1b169cd28a01900c67a74
0,56e1b169cd28a01900c67a75
0,5ad547945b96ef001a10ac18
0,5ad547945b96ef001a10ac19
0,5ad547945b96ef001a10ac1a
0,5ad547945b96ef001a10ac1b
0,56e1b355e3433e14004230b0
0,56e1b355e3433e14004230b1
0,56e1b355e3433e14004230b2
0,56e1b355e3433e14004230b3
0,5ad5489b5b96ef001a10ac2a
0,5ad5489b5b96ef001a10ac2b
0,5ad5489b5b96ef001a10ac2c
0,5ad5489b5b96ef001a10ac2d
0,5ad5489b5b96ef001a10ac2e
0,56e1b62ecd28a01900c67aa3
0,56e1b62ecd28a01900c67aa4
0,56e1b62ecd28a01900c67aa5
1,56e1b62ecd28a01900c67aa6
0,5ad54a375b96ef001a10ac48
1,5ad54a375b96ef001a10ac49
0,5ad54a375b96ef001a10ac4a
1,5ad54a375b96ef001a10ac4b
1,5ad54a375b96ef001a10ac4c
0,56e1b754cd28a01900c67abc
0,56e1b754cd28a01900c67abd
0,56e1b754cd28a01900c67abe
0,56e1b754cd28a01900c67abf
0,56e1b754cd28a01900c67ac0
0,5ad54b035b96ef001a10ac52
0,5ad54b035b96ef001a10ac53
0,5ad54b035b96ef001a10ac54
0,5ad54b035b96ef001a10ac55
0,5ad54b035b96ef001a10ac56
0,56e1b8f3e3433e14004230e6
0,56e1b8f3e3433e14004230e7
0,56e1b8f3e3433e14004230e8
0,56e1b8f3e3433e14004230e9
0,5ad54c2f5b96ef001a10ac5c
0,5ad54c2f5b96ef001a10ac5d
0,5ad54c2f5b96ef001a10ac5e
0,5ad54c2f5b96ef001a10ac5f
0,56e1ba41cd28a01900c67ae0
0,56e1ba41cd28a01900c67ae1
0,56e1ba41cd28a01900c67ae2
0,5ad54d625b96ef001a10ac64
0,5ad54d625b96ef001a10ac65
0,5ad54d625b96ef001a10ac66
0,5ad54d625b96ef001a10ac67
0,5ad54d625b96ef001a10ac68
0,56e1bc3ae3433e1400423104
0,56e1bc3ae3433e1400423105
1,56e1bc3ae3433e1400423106
0,56e1bc3ae3433e1400423107
0,56e1bc3ae3433e1400423108
0,5ad54e7c5b96ef001a10ac76
0,5ad54e7c5b96ef001a10ac77
0,5ad54e7c5b96ef001a10ac78
1,5ad54e7c5b96ef001a10ac79
0,5ad54e7c5b96ef001a10ac7a
0,56e1bd4acd28a01900c67afc
1,56e1bd4acd28a01900c67afd
1,56e1bd4acd28a01900c67afe
1,56e1bd4acd28a01900c67aff
1,5ad54f775b96ef001a10ac88
0,5ad54f775b96ef001a10ac89
0,5ad54f775b96ef001a10ac8a
1,5ad54f775b96ef001a10ac8b
0,56e1c0f6cd28a01900c67b2c
0,56e1c0f6cd28a01900c67b2d
0,56e1c0f6cd28a01900c67b2e
0,5ad5501f5b96ef001a10ac90
0,5ad5501f5b96ef001a10ac91
0,5ad5501f5b96ef001a10ac92
0,5ad5501f5b96ef001a10ac93
0,56e1c2eee3433e1400423134
1,56e1c2eee3433e1400423135
0,56e1c2eee3433e1400423136
0,56e1c2eee3433e1400423137
1,56e1c2eee3433e1400423138
0,5ad55ee35b96ef001a10ace4
0,5ad55ee35b96ef001a10ace5
1,5ad55ee35b96ef001a10ace6
0,5ad55ee35b96ef001a10ace7
0,5ad55ee35b96ef001a10ace8
0,56e1c3e1e3433e1400423148
0,56e1c3e1e3433e1400423149
0,56e1c3e1e3433e140042314a
0,5ad55fe75b96ef001a10ad0c
0,5ad55fe75b96ef001a10ad0d
0,5ad55fe75b96ef001a10ad0e
0,5ad55fe75b96ef001a10ad0f
0,56e1c4fce3433e140042314e
0,56e1c4fce3433e140042314f
0,56e1c4fce3433e1400423150
0,56e1c4fce3433e1400423151
0,56e1c4fce3433e1400423152
0,5ad560b85b96ef001a10ad1e
0,5ad560b85b96ef001a10ad1f
0,5ad560b85b96ef001a10ad20
0,5ad560b85b96ef001a10ad21
0,5ad560b85b96ef001a10ad22
0,56e1c720e3433e140042316a
1,56e1c720e3433e140042316b
0,56e1c720e3433e140042316c
0,56e1c720e3433e140042316d
0,56e1c720e3433e140042316e
0,5ad561c85b96ef001a10ad3c
0,5ad561c85b96ef001a10ad3d
0,5ad561c85b96ef001a10ad3e
0,5ad561c85b96ef001a10ad3f
0,5ad561c85b96ef001a10ad40
0,56e1c7e2cd28a01900c67b74
0,56e1c7e2cd28a01900c67b75
0,56e1c7e2cd28a01900c67b76
0,5ad562525b96ef001a10ad50
0,5ad562525b96ef001a10ad51
0,5ad562525b96ef001a10ad52
0,5ad562525b96ef001a10ad53
0,56e1c9bfe3433e1400423192
0,56e1c9bfe3433e1400423193
1,56e1c9bfe3433e1400423194
0,56e1c9bfe3433e1400423195
0,56e1c9bfe3433e1400423196
0,5ad5632f5b96ef001a10ad6c
0,5ad5632f5b96ef001a10ad6d
0,5ad5632f5b96ef001a10ad6e
0,5ad5632f5b96ef001a10ad6f
0,5ad5632f5b96ef001a10ad70
0,56e1cbe2cd28a01900c67bac
0,56e1cbe2cd28a01900c67bad
0,56e1cbe2cd28a01900c67bae
0,56e1cbe2cd28a01900c67baf
0,56e1cbe2cd28a01900c67bb0
0,5ad5648b5b96ef001a10ad94
0,5ad5648b5b96ef001a10ad95
0,5ad5648b5b96ef001a10ad96
0,5ad5648b5b96ef001a10ad97
0,5ad5648b5b96ef001a10ad98
0,56e1ce08e3433e14004231a4
0,56e1ce08e3433e14004231a5
0,56e1ce08e3433e14004231a6
1,56e1ce08e3433e14004231a8
0,5ad565575b96ef001a10adb2
0,5ad565575b96ef001a10adb3
1,5ad565575b96ef001a10adb4
0,5ad565575b96ef001a10adb5
0,56e1d9fee3433e14004231cb
0,56e1d9fee3433e14004231cc
0,56e1d9fee3433e14004231cd
0,56e1d9fee3433e14004231ce
0,5ad566375b96ef001a10adce
0,5ad566375b96ef001a10adcf
0,5ad566375b96ef001a10add0
0,5ad566375b96ef001a10add1
0,56e1dc62cd28a01900c67bca
0,56e1dc62cd28a01900c67bcb
0,56e1dc62cd28a01900c67bcc
0,56e1dc62cd28a01900c67bcd
0,56e1dc62cd28a01900c67bce
0,5ad567055b96ef001a10adea
0,5ad567055b96ef001a10adeb
0,5ad567055b96ef001a10adec
0,5ad567055b96ef001a10aded
0,5ad567055b96ef001a10adee
0,56e1ddfce3433e14004231d5
0,56e1ddfce3433e14004231d6
0,56e1ddfce3433e14004231d8
0,5ad568175b96ef001a10ae10
0,5ad568175b96ef001a10ae11
0,5ad568175b96ef001a10ae12
0,5ad568175b96ef001a10ae13
0,5ad568175b96ef001a10ae14
0,56e1ded7cd28a01900c67bd4
0,56e1ded7cd28a01900c67bd5
0,56e1ded7cd28a01900c67bd6
0,5ad568d35b96ef001a10ae1a
0,5ad568d35b96ef001a10ae1b
0,5ad568d35b96ef001a10ae1c
0,5ad568d35b96ef001a10ae1d
0,56e1e9dfe3433e14004231fc
0,56e1e9dfe3433e14004231fd
0,56e1e9dfe3433e14004231fe
0,56e1e9dfe3433e14004231ff
0,56e1e9dfe3433e1400423200
0,5ad569c05b96ef001a10ae36
0,5ad569c05b96ef001a10ae37
0,5ad569c05b96ef001a10ae38
0,5ad569c05b96ef001a10ae39
0,5ad569c05b96ef001a10ae3a
0,56e1ec83cd28a01900c67c0a
0,56e1ec83cd28a01900c67c0b
0,56e1ec83cd28a01900c67c0c
0,56e1ec83cd28a01900c67c0e
0,5ad56aea5b96ef001a10ae48
0,5ad56aea5b96ef001a10ae49
0,5ad56aea5b96ef001a10ae4a
0,5ad56aea5b96ef001a10ae4b
0,5ad56aea5b96ef001a10ae4c
0,56e1ee4de3433e1400423210
0,56e1ee4de3433e1400423211
1,56e1ee4de3433e1400423212
0,56e1ee4de3433e1400423214
0,5ad56bcd5b96ef001a10ae62
0,5ad56bcd5b96ef001a10ae63
1,5ad56bcd5b96ef001a10ae64
1,5ad56bcd5b96ef001a10ae65
0,5ad56bcd5b96ef001a10ae66
0,56e1efa0e3433e140042321a
1,56e1efa0e3433e140042321b
0,56e1efa0e3433e140042321c
0,56e1efa0e3433e140042321d
0,5ad56c6b5b96ef001a10ae6c
0,5ad56c6b5b96ef001a10ae6d
0,5ad56c6b5b96ef001a10ae6e
0,5ad56c6b5b96ef001a10ae6f
0,56e1f10ee3433e1400423222
1,56e1f10ee3433e1400423223
1,56e1f10ee3433e1400423224
1,56e1f10ee3433e1400423225
1,56e1f10ee3433e1400423226
0,5ad56d3e5b96ef001a10ae84
1,5ad56d3e5b96ef001a10ae85
1,5ad56d3e5b96ef001a10ae86
1,5ad56d3e5b96ef001a10ae87
1,5ad56d3e5b96ef001a10ae88
1,56e1fc57e3433e140042322c
0,56e1fc57e3433e140042322f
1,56e1fc57e3433e1400423230
0,5ad56e5c5b96ef001a10ae9e
0,5ad56e5c5b96ef001a10ae9f
0,5ad56e5c5b96ef001a10aea0
0,5ad56e5c5b96ef001a10aea1
0,5ad56e5c5b96ef001a10aea2
0,56e1febfe3433e1400423236
0,56e1febfe3433e1400423237
0,56e1febfe3433e1400423238
0,56e1febfe3433e1400423239
0,56e1febfe3433e140042323a
0,5ad56ef05b96ef001a10aea8
0,5ad56ef05b96ef001a10aea9
0,5ad56ef05b96ef001a10aeaa
0,5ad56ef05b96ef001a10aeab
0,56e200e4cd28a01900c67c14
0,56e200e4cd28a01900c67c15
1,56e200e4cd28a01900c67c16
1,56e200e4cd28a01900c67c17
1,56e200e4cd28a01900c67c18
0,5ad56fe65b96ef001a10aec2
0,5ad56fe65b96ef001a10aec3
0,5ad56fe65b96ef001a10aec4
0,5ad56fe65b96ef001a10aec5
0,5ad56fe65b96ef001a10aec6
0,56e202e9e3433e1400423240
1,56e202e9e3433e1400423241
0,56e202e9e3433e1400423242
1,56e202e9e3433e1400423243
1,56e202e9e3433e1400423244
0,5ad570b25b96ef001a10aedc
0,5ad570b25b96ef001a10aedd
1,5ad570b25b96ef001a10aede
1,5ad570b25b96ef001a10aedf
0,56e2042ecd28a01900c67c1e
0,56e2042ecd28a01900c67c1f
0,56e2042ecd28a01900c67c20
0,5ad5719f5b96ef001a10aeec
0,5ad5719f5b96ef001a10aeed
0,5ad5719f5b96ef001a10aeee
0,5ad5719f5b96ef001a10aeef
0,5ad5719f5b96ef001a10aef0
0,56e20a27cd28a01900c67c24
0,56e20a27cd28a01900c67c25
0,5ad53ac65b96ef001a10abac
0,5ad53ac65b96ef001a10abad
0,5ad53ac65b96ef001a10abae
0,5ad53ac65b96ef001a10abaf
0,56e20a3ae3433e140042324a
1,56e20a3ae3433e140042324b
1,56e20a3ae3433e140042324d
1,56e20a3ae3433e140042324e
0,5ad572b15b96ef001a10af06
0,5ad572b15b96ef001a10af07
1,5ad572b15b96ef001a10af08
0,5ad572b15b96ef001a10af09
0,5ad572b15b96ef001a10af0a
1,5705e26d75f01819005e76d4
1,5705e26d75f01819005e76d5
1,5705e26d75f01819005e76d6
0,5705e26d75f01819005e76d7
0,5705e26d75f01819005e76d8
1,5ad0178577cf76001a68698a
1,5ad0178577cf76001a68698b
1,5ad0178577cf76001a68698c
0,5705e33f52bb89140068964c
1,5705e33f52bb89140068964d
0,5705e33f52bb89140068964e
1,5705e33f52bb89140068964f
0,5705e33f52bb891400689650
1,5ad0185a77cf76001a6869b8
1,5ad0185a77cf76001a6869b9
1,5ad0185a77cf76001a6869ba
1,5705e3f252bb89140068966a
1,5705e3f252bb89140068966b
1,5705e3f252bb89140068966c
1,5705e3f252bb89140068966d
1,5705e3f252bb89140068966e
1,5ad01a6277cf76001a686a0c
1,5ad01a6277cf76001a686a0d
1,5ad01a6277cf76001a686a0e
1,5ad01a6277cf76001a686a0f
0,5705e4fe75f01819005e7704
1,5705e4fe75f01819005e7705
1,5705e4fe75f01819005e7706
0,5705e4fe75f01819005e7707
1,5ad01c8877cf76001a686a64
1,5ad01c8877cf76001a686a65
0,5ad01c8877cf76001a686a66
1,5705e63175f01819005e7720
1,5705e63175f01819005e7721
1,5705e63175f01819005e7722
0,5705e63175f01819005e7723
1,5705e63175f01819005e7724
1,5ad01e4677cf76001a686aa6
0,5ad01e4677cf76001a686aa7
0,5ad01e4677cf76001a686aa8
1,5ad01e4677cf76001a686aa9
1,5705e99452bb891400689688
0,5705e99452bb891400689689
1,5705e99452bb89140068968a
1,5705e99452bb89140068968b
0,5705e99452bb89140068968c
1,5ad01f0f77cf76001a686ac2
1,5ad01f0f77cf76001a686ac3
1,5ad01f0f77cf76001a686ac4
0,5705eb3375f01819005e7764
1,5705eb3375f01819005e7765
1,5705eb3375f01819005e7766
0,5705eb3375f01819005e7767
0,5705eb3375f01819005e7768
0,5ad0206677cf76001a686afa
0,5ad0206677cf76001a686afb
1,5ad0206677cf76001a686afc
0,5ad0206677cf76001a686afd
1,5705ec1675f01819005e776e
1,5705ec1675f01819005e776f
1,5705ec1675f01819005e7770
1,5705ec1675f01819005e7771
0,5705ec1675f01819005e7772
1,5ad0220a77cf76001a686b2a
1,5ad0220a77cf76001a686b2b
1,5ad0220a77cf76001a686b2c
1,5ad0220a77cf76001a686b2d
1,5ad0220a77cf76001a686b2e
0,5705eccb52bb8914006896b8
1,5705eccb52bb8914006896b9
1,5705eccb52bb8914006896ba
1,5705eccb52bb8914006896bb
0,5ad0228a77cf76001a686b58
1,5ad0228a77cf76001a686b59
1,5ad0228a77cf76001a686b5a
1,5705edcd52bb8914006896ca
1,5705edcd52bb8914006896cb
1,5705edcd52bb8914006896cc
1,5705edcd52bb8914006896cd
1,5705edcd52bb8914006896ce
1,5ad0297e77cf76001a686c3a
1,5ad0297e77cf76001a686c3b
1,5ad0297e77cf76001a686c3c
1,5ad0297e77cf76001a686c3d
1,5705eee952bb8914006896de
1,5705eee952bb8914006896df
1,5705eee952bb8914006896e0
0,5705eee952bb8914006896e1
1,5705eee952bb8914006896e2
1,5ad02cde77cf76001a686cc6
0,5ad02cde77cf76001a686cc7
0,5ad02cde77cf76001a686cc8
0,5ad02cde77cf76001a686cc9
1,5705f09e75f01819005e77a4
0,5705f09e75f01819005e77a5
1,5705f09e75f01819005e77a6
1,5705f09e75f01819005e77a7
1,5705f09e75f01819005e77a8
0,5ad02e5d77cf76001a686d3a
0,5ad02e5d77cf76001a686d3b
1,5ad02e5d77cf76001a686d3c
1,5ad02e5d77cf76001a686d3d
1,5ad02e5d77cf76001a686d3e
1,5705f13d52bb8914006896f0
1,5705f13d52bb8914006896f1
1,5705f13d52bb8914006896f2
0,5705f13d52bb8914006896f3
1,5705f13d52bb8914006896f4
1,5ad02ee077cf76001a686d58
1,5ad02ee077cf76001a686d59
1,5ad02ee077cf76001a686d5a
1,5705f36452bb891400689718
1,5705f36452bb891400689719
1,5705f36452bb89140068971a
1,5705f36452bb89140068971b
1,5705f36452bb89140068971c
1,5ad02ff177cf76001a686da2
1,5ad02ff177cf76001a686da3
0,5ad02ff177cf76001a686da4
1,5ad02ff177cf76001a686da5
1,5705f7c875f01819005e77dc
